ref_id,zs,zb,ifold,dx
82233.0,0.104,0.120000005,0,0.014492757
11501.0,0.776,0.758,0,-0.010135138
112049.0,0.656,0.693,0,0.022342995
11131.0,0.22100002,0.22100002,0,0.0
29671.0,0.60300004,0.6,0,-0.001871504
99465.0,0.21900001,0.21900001,0,0.0
99877.0,0.21700001,0.22200002,0,0.004108472
25835.0,0.75500005,0.75900006,0,0.0022792066
25855.0,0.36800003,0.36600003,0,-0.0014619912
99963.0,0.625,0.624,0,-0.0006153767
100309.0,0.72800004,0.68600005,0,-0.024305552
100275.0,0.374,0.37100002,0,-0.0021833996
10471.0,0.559,0.55600005,0,-0.0019242857
10177.0,0.282,0.28100002,0,-0.00078002113
100253.0,0.744,0.80500007,0,0.034977093
76125.0,0.44400004,0.441,0,-0.002077577
82081.0,0.34600002,0.347,0,0.0007429325
10547.0,0.123,0.124000005,0,0.0008904737
81523.0,0.75000006,0.74600005,0,-0.002285719
99517.0,0.518,0.527,0,0.005928856
81329.0,0.72700006,0.717,0,-0.005790417
77395.0,0.48900002,0.517,0,0.018804563
14369.0,0.32200003,0.34300002,0,0.015885022
102241.0,0.72900003,0.70000005,0,-0.016772691
102177.0,0.73,0.75100005,0,0.012138744
15031.0,0.669,0.67800003,0,0.0053924527
84109.0,0.36100003,0.35000002,0,-0.008082298
45409.0,0.418,0.42900002,0,0.00775741
98309.0,0.73600006,0.72800004,0,-0.0046083042
100849.0,0.76100004,0.77800006,0,0.009653617
100991.0,0.61,0.605,0,-0.003105587
14977.0,0.43800002,0.43300003,0,-0.0034770481
98359.0,0.216,0.24800001,0,0.026315795
98763.0,0.81700003,0.83000004,0,0.0071546566
99023.0,1.1470001,1.0940001,0,-0.024685595
101757.0,0.89900005,0.827,0,-0.037914705
101467.0,0.08400001,0.091000006,0,0.006457564
102449.0,0.606,0.597,0,-0.0056039873
102059.0,0.74100006,0.72800004,0,-0.0074669793
105707.0,0.647,0.66300005,0,0.009714652
29505.0,0.22800002,0.22000001,0,-0.0065146587
105949.0,0.72200006,0.739,0,0.009872218
29071.0,0.33900002,0.337,0,-0.001493655
102355.0,0.24800001,0.24900001,0,0.00080128363
105739.0,0.71000004,0.74200004,0,0.018713454
77687.0,0.305,0.30900002,0,0.0030651402
83765.0,0.193,0.19100001,0,-0.0016764369
83863.0,0.606,0.512,0,-0.058530502
83919.0,0.61200005,0.629,0,0.0105458805
77747.0,0.837,0.791,0,-0.02504083
106523.0,0.697,0.666,0,-0.018267542
30885.0,0.535,0.53000003,0,-0.0032573256
83169.0,0.874,0.845,0,-0.015474911
83285.0,0.79700005,0.74,0,-0.031719554
82889.0,0.65900004,0.674,0,0.009041582
82891.0,0.661,0.66300005,0,0.0012041143
65233.0,0.50200003,0.5,0,-0.0013315803
106205.0,0.24900001,0.24800001,0,-0.00080064207
65145.0,0.21800001,0.21700001,0,-0.0008210197
83283.0,0.43400002,0.43500003,0,0.0006973619
65471.0,0.097,0.11400001,0,0.015496814
13623.0,0.67300004,0.67,0,-0.0017931983
105999.0,0.67,0.67300004,0,0.0017964196
66517.0,0.74200004,0.74500006,0,0.0017221704
106089.0,0.614,0.60200006,0,-0.007434922
105859.0,0.446,0.44000003,0,-0.0041493652
48447.0,0.84000003,0.83100003,0,-0.004891306
66927.0,0.47400004,0.48200002,0,0.005427399
106015.0,0.698,0.694,0,-0.0023557174
59375.0,0.37300003,0.37600002,0,0.0021849899
82565.0,0.42800003,0.42800003,0,0.0
83413.0,0.679,0.669,0,-0.0059559206
81249.0,0.12100001,0.123,0,0.0017841182
59869.0,0.675,0.67600006,0,0.00059704285
83439.0,0.554,0.565,0,0.0070784925
30847.0,0.53000003,0.52900004,0,-0.00065358635
83033.0,0.43300003,0.441,0,0.0055826837
65625.0,0.81600004,0.83500004,0,0.010462551
66127.0,0.671,0.67200005,0,0.000598472
65937.0,0.078,0.078,0,0.0
105049.0,0.40500003,0.407,0,0.0014234693
66137.0,0.66700006,0.67300004,0,0.0035992695
66411.0,0.123,0.101,0,-0.019590382
111261.0,0.702,0.697,0,-0.0029377176
104963.0,0.47400004,0.46800002,0,-0.0040705646
82687.0,0.36200002,0.35700002,0,-0.0036710685
60167.0,0.675,0.67600006,0,0.00059704285
15275.0,0.564,0.565,0,0.000639378
60313.0,0.326,0.321,0,-0.0037707356
14765.0,0.671,0.669,0,-0.0011968727
83009.0,0.72800004,0.73200005,0,0.0023148195
64955.0,0.216,0.21700001,0,0.0008223701
106095.0,0.078,0.88600004,0,0.7495362
83379.0,0.367,0.34500003,0,-0.016093625
60133.0,0.72200006,0.70100003,0,-0.012195137
65139.0,0.55200005,0.51500005,0,-0.023840206
66415.0,0.3,0.305,0,0.0038461504
66039.0,0.89500004,0.887,0,-0.0042216443
65891.0,0.61800003,0.61800003,0,0.0
115895.0,0.402,0.395,0,-0.004992867
65873.0,0.37100002,0.372,0,0.0007293852
66653.0,0.749,0.72400004,0,-0.014293868
66573.0,0.22200002,0.22600001,0,0.003273317
107121.0,0.124000005,0.124000005,0,0.0
84749.0,0.31300002,0.30900002,0,-0.0030464646
84303.0,0.536,0.537,0,0.0006510333
84547.0,0.61800003,0.615,0,-0.0018541538
84495.0,0.75000006,0.23200001,0,-0.29600003
84273.0,0.21900001,0.21900001,0,0.0
82981.0,0.82500005,0.836,0,0.0060273847
85509.0,0.124000005,0.124000005,0,0.0
116307.0,0.30800003,0.363,0,0.04204891
85553.0,0.37500003,0.36800003,0,-0.0050909086
85217.0,0.349,0.344,0,-0.0037064457
105205.0,0.67800003,0.68100005,0,0.0017878552
67179.0,0.347,0.347,0,0.0
67173.0,0.37600002,0.37100002,0,-0.0036337173
67569.0,0.749,0.74700004,0,-0.0011434958
76037.0,0.35900003,0.36600003,0,0.0051508457
45793.0,0.86100006,0.864,0,0.0016120158
68143.0,0.16800001,0.16700001,0,-0.0008561661
108095.0,0.21800001,0.21900001,0,0.0008210197
67895.0,0.98700005,0.94200003,0,-0.022647215
68179.0,0.386,0.46,0,0.053391054
78171.0,0.845,0.84000003,0,-0.0027100244
108077.0,0.41300002,0.384,0,-0.020523718
68079.0,0.171,0.17600001,0,0.0042698635
108041.0,1.0,0.95500004,0,-0.022499979
69035.0,0.89300007,0.88900006,0,-0.0021130522
68847.0,0.74200004,0.731,0,-0.0063146017
78385.0,0.67700005,0.68600005,0,0.005366728
68743.0,0.08400001,0.093,0,0.00830258
115991.0,0.70000005,0.697,0,-0.0017647182
84481.0,0.16800001,0.17300001,0,0.0042808177
107489.0,0.666,0.67800003,0,0.007202896
84281.0,0.43400002,0.43100002,0,-0.002092044
85079.0,0.13100001,0.123,0,-0.007073394
115443.0,0.080000006,0.095000006,0,0.013888889
115457.0,0.43800002,0.43,0,-0.0055632936
67877.0,0.24800001,0.24700001,0,-0.00080128363
108081.0,0.453,0.45400003,0,0.00068824284
67615.0,0.374,0.374,0,0.0
67843.0,0.24800001,0.24700001,0,-0.00080128363
107341.0,0.56700003,0.569,0,0.0012763077
68645.0,0.60400003,0.611,0,0.0043640705
68771.0,0.72800004,0.731,0,0.0017360888
68873.0,0.16600001,0.16700001,0,0.00085763464
107965.0,0.86200005,0.823,0,-0.020945238
108007.0,0.43800002,0.45000002,0,0.00834492
108019.0,0.307,0.30900002,0,0.0015302249
78491.0,0.76500005,0.73600006,0,-0.016430585
49447.0,0.67,0.66800004,0,-0.0011975893
88207.0,0.68200004,0.68,0,-0.0011890808
49575.0,0.38200003,0.37500003,0,-0.0050651226
88437.0,0.69600004,0.702,0,0.0035377252
50097.0,0.69900006,0.675,0,-0.014125984
88269.0,0.675,0.70600003,0,0.018507473
88655.0,0.66800004,0.669,0,0.00059951266
115973.0,0.89000005,0.88900006,0,-0.00052909367
88169.0,0.142,0.133,0,-0.007880914
33859.0,0.26700002,0.26900002,0,0.0015785352
34621.0,0.32000002,0.31500003,0,-0.003787875
89119.0,0.74700004,0.73700005,0,-0.005724093
34727.0,0.17500001,0.17500001,0,0.0
34473.0,0.96400005,0.924,0,-0.02036661
116895.0,0.31,0.323,0,0.009923673
34309.0,0.56,0.55300003,0,-0.00448716
15341.0,0.296,0.32700002,0,0.023919767
107321.0,0.34300002,0.34300002,0,0.0
48873.0,0.12200001,0.215,0,0.082887694
15395.0,0.98600006,0.99500006,0,0.0045317234
49615.0,0.49300003,0.49500003,0,0.0013395874
89963.0,0.79800004,0.799,0,0.00055616634
78733.0,0.125,0.125,0,0.0
49917.0,0.896,0.89300007,0,-0.001582258
89887.0,0.263,0.261,0,-0.0015835345
50385.0,0.896,0.86500007,0,-0.01635019
33545.0,0.85,0.84800005,0,-0.0010810671
71795.0,0.25100002,0.254,0,0.0023980744
33725.0,0.67,0.67300004,0,0.0017964196
107839.0,0.669,0.67,0,0.00059915346
90247.0,0.693,0.67800003,0,-0.008860003
33637.0,0.165,0.178,0,0.011158796
78907.0,0.53300005,0.518,0,-0.009784766
34233.0,0.323,0.326,0,0.0022675672
34029.0,0.74700004,0.804,0,0.03262735
36713.0,0.21800001,0.21200001,0,-0.004926106
49459.0,0.62200004,0.633,0,0.0067817373
48855.0,0.124000005,0.12200001,0,-0.0017793565
59077.0,0.261,0.26500002,0,0.003172092
66993.0,0.34100002,0.38000003,0,0.029082775
69053.0,0.74300003,0.68500006,0,-0.033275943
49379.0,0.425,0.425,0,0.0
51299.0,0.62200004,0.62700003,0,0.0030826111
50299.0,0.84400004,0.88900006,0,0.024403479
88051.0,0.735,0.72700006,0,-0.004610926
50501.0,0.12200001,0.123,0,0.0008912608
52283.0,0.31,0.31100002,0,0.00076337176
88337.0,0.16800001,0.16700001,0,-0.0008561661
116799.0,0.48800004,0.47700003,0,-0.0073924777
36001.0,0.16600001,0.17300001,0,0.0060034296
35767.0,0.37100002,0.36400002,0,-0.0051057613
35805.0,0.60300004,0.60700005,0,0.0024953263
36381.0,0.93500006,0.887,0,-0.02480622
88841.0,0.633,0.63100004,0,-0.001224724
36057.0,0.082,0.135,0,0.048983365
36357.0,0.86200005,0.82400006,0,-0.020408157
36307.0,0.32200003,0.32000002,0,-0.0015128624
51073.0,0.60700005,0.61300004,0,0.003733654
50655.0,0.537,0.528,0,-0.005855565
89987.0,0.28300002,0.27800003,0,-0.0038971123
90099.0,0.754,0.735,0,-0.01083238
89871.0,0.43800002,0.441,0,0.0020862247
89361.0,0.293,0.29700002,0,0.0030935872
89817.0,0.73200005,0.74200004,0,0.0057736663
51485.0,0.725,0.72900003,0,0.0023188454
109111.0,0.87700003,0.864,0,-0.006925951
61569.0,0.588,0.58400005,0,-0.0025188592
51537.0,0.448,0.43300003,0,-0.010359107
51681.0,0.47400004,0.47100002,0,-0.0020352923
71579.0,0.73,0.726,0,-0.0023121433
71655.0,0.42600003,0.42600003,0,0.0
109317.0,0.41000003,0.42400002,0,0.009929077
109315.0,0.41000003,0.42400002,0,0.009929077
35865.0,0.187,0.186,0,-0.00084246165
71703.0,0.679,0.67,0,-0.0053603356
36209.0,0.372,0.37300003,0,0.00072887534
73535.0,0.50100005,0.523,0,0.014656865
36617.0,0.44900003,0.43800002,0,-0.0075914473
95033.0,0.091000006,0.112,0,0.019248394
36311.0,0.321,0.316,0,-0.0037850079
109683.0,0.27,0.34500003,0,0.059055135
67027.0,0.66800004,0.68,0,0.0071942233
69157.0,0.22100002,0.22100002,0,0.0
50747.0,0.41500002,0.41400003,0,-0.0007067047
71749.0,0.892,0.89500004,0,0.0015856348
72331.0,0.47000003,0.48000002,0,0.0068027144
51471.0,0.374,0.372,0,-0.0014556069
30025.0,0.30800003,0.30800003,0,0.0
52047.0,0.37300003,0.37300003,0,0.0
52459.0,0.62200004,0.64100003,0,0.0117139295
35853.0,0.42200002,0.42700002,0,0.003516171
36081.0,0.887,0.89800006,0,0.005829378
35259.0,0.30900002,0.30800003,0,-0.00076393207
110453.0,0.261,0.26000002,0,-0.00079301116
89239.0,0.048,0.09900001,0,0.04866413
89003.0,0.702,0.69900006,0,-0.0017626095
88503.0,0.83000004,0.83100003,0,0.00054644106
19239.0,0.674,0.67800003,0,0.002389491
19293.0,0.47400004,0.45200002,0,-0.014925383
89821.0,0.716,0.72700006,0,0.006410278
78309.0,1.2570001,1.194,0,-0.027913196
78229.0,0.165,0.16600001,0,0.00085837085
29263.0,0.404,0.41900003,0,0.010683771
20109.0,0.67200005,0.87200004,0,0.11961722
20151.0,0.36,0.356,0,-0.0029411823
20297.0,0.36,0.37100002,0,0.00808824
18511.0,0.555,0.67700005,0,0.07845661
78331.0,0.48100004,0.49,0,0.006076957
91733.0,0.73,0.72700006,0,-0.0017340817
29191.0,0.476,0.46600002,0,-0.006775061
37133.0,0.531,0.52900004,0,-0.0013063189
95525.0,0.99300003,0.924,0,-0.034621175
20785.0,0.36,0.35700002,0,-0.002205876
90391.0,0.25,0.24900001,0,-0.0007999897
20863.0,0.43300003,0.43800002,0,0.00348918
92323.0,0.702,0.30800003,0,-0.23149236
92317.0,0.60700005,0.582,0,-0.015556959
20161.0,0.79600006,0.79300004,0,-0.0016703903
